[0.00-2.88] 哈喽开始直播
[7043.71-7044.83] 我操怪我了
[7044.83-7047.59] 因为至少是在我离开中国的时候
[7047.59-7050.15] 红通真的是全国没几个
[7050.15-7051.27] 那是公安部
[7051.27-7053.43] 一要报到公安部才能去红通
[7053.43-7055.79] 你要说县级区级公安机关
[7055.79-7057.71] 就能给你弄到红通上去
[7057.71-7060.99] 那你这还真是说到我的知识范围之外了
[7060.99-7062.11] 那我怪我了呗
[7062.11-7062.75] 操
[7062.75-7065.27] 那我赶紧在此承认错误啊
[7065.27-7066.91] 然后赶紧在此宣布啊
[7066.91-7069.75] 一个县和区级现在都可以把人放到红通上
[7069.75-7070.95] 你们要有有事
[7070.95-7072.71] 可千万别往西班牙跑啊
[7072.71-7074.87] 在美国呆着在加拿大呆着啊
[7074.87-7076.87] 因为这这这美国加拿大不会配合他们
[7076.87-7080.27] 但是欧洲现在被共产党渗透的死死的
[7081.27-7084.87] 二请问您能否介绍逃生路线及联系人方式
[7084.87-7086.07] 钱不是问题
[7086.07-7086.51] 啊
[7086.51-7087.11] 我也不能
[7087.11-7089.63] 因为西班牙人他现在人在西班牙
[7089.83-7091.51] 嗯
[7091.95-7094.67] 就西班牙有这个渠道的帮他一下吧
[7094.67-7096.83] 我我是哎
[7096.83-7098.51] 你应该找翟山英啊
[7098.71-7100.83] 翟山英在迪拜他都跑了
[7100.83-7101.79] 弃宝潜逃了
[7101.79-7103.79] 所以这个翟山英应该有这渠道
[7104.23-7104.71] 呃
[7104.71-7109.71] 三我是某某某年某某某月某某某日时生的
[7109.71-7110.79] 望您百忙之中
[7110.79-7111.23] 帮我看一眼
[7111.23-7113.35] 能否逃离这次大难
[7113.35-7113.95] 行
[7113.95-7115.03] 我帮你看看啊
[7115.03-7116.15] 嗯
[7116.15-7118.51] 这这这真是不好意思啊
[7118.51-7120.63] 我我真以为红通是个挺大的事儿
[7120.63-7123.07] 我没想到欠点银行贷款
[7123.07-7126.04] 40万都能给抓回去啊
[7126.04-7127.20] 山英还能办护照
[7127.20-7127.28] 哎
[7127.28-7130.04] 对翟山英还能给你办瓦努阿图护照呢
[7130.04-7131.60] 给你办个瓦努阿图护照
[7131.60-7132.44] 你不就跑了吗
[7132.44-7134.76] 所以这个事儿山英有路子
[7134.76-7135.28] 没错
[7135.28-7136.20] 这这哎
[7136.20-7138.96] 这人有人路龙有龙道
[7138.96-7140.04] 蛇有蛇徒
[7140.04-7142.00] 你这事儿你这事儿你做奸犯科
[7142.00-7143.56] 玩电诈的这跑来跑去的
[7143.56-7145.48] 你窜来窜去逃来逃去的
[7145.48-7146.88] 你得问翟山英
[7146.88-7148.80] 大老王你你那看了
[7148.80-7149.92] 大老王现在的状态
[7149.92-7151.60] 就是在这儿
[7151.60-7154.00] 向妻叫子的
[7154.00-7154.88] 蓝本护照
[7154.88-7156.68] 加拿大住住十多年了
[7156.68-7157.00] 操
[7157.00-7158.80] 与世无争都脱节了
[7158.80-7160.12] 你问我
[7160.12-7161.00] 搂偏门的事儿
[7161.00-7161.72] 你问我
[7161.72-7163.56] 我不给你指沟里去
[7163.56-7164.76] 对不对
[7164.76-7165.56] 你搂偏门
[7165.56-7166.48] 你得问翟山英
[7166.48-7168.92] 翟山英现在还还泡98年的女孩
[7168.92-7169.76] 骗98年女孩
[7169.76-7171.40] 他处他处于这样一个
[7171.40-7171.52] 不服气的
[7171.52-7171.76] 对不对
[7171.76-7171.96] 对不对
[7171.96-7172.00] 对不对
[7172.00-7172.84] 不稳定状态的
[7172.84-7173.80] 所以你问他
[7173.80-7174.28] 哎呀
[7174.28-7177.32] 就是就是术业有专攻
[7177.32-7177.72] 啊
[7177.72-7178.12] 嗯
[7179.64-7180.40] 哎呀
[7180.40-7181.68] 柴静在西班牙
[7183.24-7183.80] 对
[7183.80-7185.00] 这个搂偏门啊
[7185.00-7186.08] 人们买护照啊
[7186.08-7186.84] 换身份啊
[7186.84-7188.12] 弃宝潜逃啊
[7188.12-7189.24] 这个一对付警察
[7189.24-7190.80] 你就问问山英啊
[7190.80-7191.68] 真的是
[7192.04-7192.48] 呃
[7192.48-7194.00] 你别再再词
[7194.00-7195.64] 我给翟山英做个广告啊
[7195.88-7196.60] 呃
[7196.60-7196.84] 对
[7196.84-7199.12] 我带我带个翟山英的带货
[7199.12-7200.40] 翟山英卖假护照
[7200.76-7201.80] 好像挺挺厉害
[7201.80-7201.96] 他
[7201.96-7203.88] 自己拿了瓦努阿图护照
[7203.88-7205.36] 就是他自己那护照
[7205.76-7206.72] 都自己买的吗
[7208.58-7209.38] 嗯
[7209.58-7210.78] 澳洲
[7210.78-7212.06] 澳洲没问题吧
[7212.06-7212.58] 澳洲
[7212.58-7213.06] 加拿大
[7213.06-7213.50] 美国
[7213.50-7215.66] 我从来没听说过他们屌红通啊
[7215.82-7216.66] 尤其是加拿大
[7216.66-7217.02] 美国啊
[7217.02-7217.62] 屌都不屌
[7217.62-7218.18] 红通
[7219.10-7219.62] 嗯
[7220.94-7222.30] 翟山英还没孩子吗
[7222.30-7223.42] 他有俩孩子
[7223.42-7224.50] 那跟着张萌呢
[7224.50-7225.30] 在伦敦呢
[7225.30-7226.50] 也没跟他呀都
[7227.26-7227.74] 嗯
[7228.62-7230.42] 山英给他裤衩子骗没了
[7231.02-7231.94] 嗯
[7231.94-7232.22] 哎呀
[7232.22-7233.06] 这倒是
[7233.06-7233.26] 哈哈哈
[7233.26-7235.30] 就是翟山英能办到
[7235.30-7236.42] 我是毫不怀疑
[7236.42-7238.74] 但是翟山英如何不骗了你的钱
[7238.74-7239.82] 这我就不知道了
[7239.82-7240.10] 嗯
[7240.10-7242.42] 这个你得自己去弄弄一下
[7242.42-7242.78] 这么点
[7242.78-7243.98] 要是翟山英又骗了你
[7243.98-7244.70] 你雪上加霜
[7244.70-7246.18] 你上我这喊冤来啊
[7246.18-7249.22] 我他妈到时候我我给他给他屎给他骂出来
[7249.22-7250.90] 那我替陈海林和你
[7250.90-7252.46] 再再做他几期节目
[7252.46-7253.34] 气他啊
[7254.26-7254.74] 哎
[7254.74-7257.86] 太史公大老王在直播间公然给翟山英带货
[7257.86-7258.70] 也不能这么说
[7258.70-7260.86] 因为我也我也心里边
[7260.86-7261.90] 刚才那谁一说
[7261.90-7262.94] 翟山英把他屎骗出来
[7262.94-7263.06] 我
[7263.06-7263.82] 这有点含糊
[7263.82-7266.78] 因为翟山英这确实有可能骗他的钱
[7266.78-7267.94] 不给他办事啊
[7269.46-7270.10] 好了
[7270.10-7271.06] 教主救我啊
[7271.06-7273.50] 我我我尽可能全力给大家喊
[7273.50-7276.50] 西班牙的能保他的能能帮他
[7276.50-7278.46] 就是他现在是处于一个什么状态
[7278.46-7279.54] 我干啥呢
[7279.54-7281.02] 他现在处于一个
[7282.34-7283.34] 嗯
[7285.78-7286.02] 啊
[7286.02-7286.74] 被解呃
[7286.74-7288.46] 在红通被解离出国
[7288.46-7290.82] 被解离回国的这样一个状态啊
[7290.82-7291.86] 被抓了啊
[7291.86-7294.38] 那应该是在等遣返的
[7294.38-7294.82] 在在
[7294.82-7294.94] 西班牙
[7294.94-7294.98] 西班牙
[7294.98-7298.54] 呃
[7298.54-7301.38] 王哥你好
[7301.38-7303.86] 我是你百道会的忠实粉丝一一
[7303.86-7305.46] 嗯
[7305.46-7307.86] 前几天听了您讲118空难的节目
[7307.86-7310.78] 我这重庆人一听就来了兴致
[7310.78-7313.10] 特地去网上查了当年的资料
[7313.10-7314.58] 没想到就这么巧
[7314.58-7317.38] 节目里提到的写回忆录的作者
[7317.38-7319.30] 还有那位叫王刚的逝者
[7319.30-7323.58] 竟然都是我父母当年工作的望江老厂的老工人
[7323.58-7325.58] 我赶紧给父母打了电话
[7325.58-7326.46] 随口就问当年的工作人员
[7326.46-7330.06] 他们说当时隔壁楼的徒部长啊
[7330.06-7331.82] 就是厂里的军代表
[7331.82-7332.18] 呃
[7332.18-7333.42] 是厂里的大领导
[7333.42-7335.50] 就是在那次空难中走的
[7335.50-7337.58] 而王刚成了替死鬼的说法
[7337.58-7340.50] 当年在城里更是传遍了
[7340.50-7342.58] 老辈人人人都有印象
[7342.58-7346.90] 王哥您提及的重庆沙平坝区平民百姓的那些恶行
[7346.90-7350.58] 我全然相信也打心里里认同
[7350.58-7353.14] 那种人性的展现实在是太真实了
[7353.14-7356.26] 仿佛能让人透过描述看到当时的主体
[7356.26-7358.18] 的种种场景与人心险恶
[7358.18-7361.02] 而且故事里您还提到了三军一大
[7361.02-7362.82] 你还记得吗
[7362.82-7364.30] 上次您念我信的时候
[7364.30-7367.14] 我跟您提到家里老人看病的医院
[7367.14-7369.62] 正是三军一大附属医院啊
[7369.62-7370.98] 这事可真是太巧了
[7370.98-7374.22] 王哥我真的觉得跟您太有缘分了
[7374.22-7377.62] 您讲的故事里总有我身边的人或者事冒出来
[7377.62-7379.70] 哪怕提到重庆的情节并不多
[7379.70-7381.38] 却总能一一对应上
[7381.38-7384.74] 听着就像身边的老先生在讲自家街坊的故事
[7384.74-7385.94] 特别亲切
[7385.94-7386.26] 真心说
[7386.26-7388.62] 真心感谢您带来这么多触动人心的分享
[7388.62-7390.50] 我会一直做您的小谜底
[7390.50-7393.70] 当您最忠实的百刀会会员粉丝
[7393.70-7394.34] 嘿嘿
[7394.34-7397.02] 真心感谢您带来这么多触动人心的分享
[7397.02-7400.14] 我呃这么还是又说了一遍啊
[7400.14-7401.90] 一他叫依然小意啊
[7401.90-7402.26] 谢谢你
[7402.26-7403.06] 言小意啊
[7404.06-7405.58] chris依然小意
[7406.34-7408.82] 呃我看下一个啊
[7408.82-7410.82] 这个是个新加坡的啊
[7410.82-7411.50] 没了好了
[7411.50-7412.34] 那个就不念了
[7412.86-7413.66] 再见啊
[7413.66-7414.90] 这是做老师的啊
[7414.90-7415.94] 在新加坡做
[7415.94-7416.18] 啊
[7416.18-7416.22] 啊
[7416.22-7418.22] 线上补习教育的挺好的
[7418.22-7419.74] 问我我也没什么好建议的
[7419.74-7420.86] 就好好干吧啊
[7420.86-7422.50] 抓抓住一个职业
[7422.50-7424.26] 坚持干下去就能成功啊
[7424.26-7426.78] 对于一个新加坡做那个类似于新东方啊
[7426.78-7428.06] 类似教培行业
[7428.06-7429.70] 新加坡不也卷吗
[7429.70-7431.30] 他问我他是怎么办啊
[7431.30-7434.18] 是要继续做大啊
[7434.18-7436.02] 这是增加门店还是怎么着
[7436.02-7437.14] 那我就不懂了
[7437.14-7439.50] 但是我就觉得你把这事做扎实了
[7439.50-7440.74] 认认真真做啊
[7440.74-7441.58] 不着急做大
[7441.58-7445.58] 你只要不是不是朝美股炒破产了啊
[7445.58-7446.14] 你能
[7446.14-7446.98] 呃
[7446.98-7449.18] 能够啊
[7449.18-7450.46] 蒸蒸日上啊
[7450.46-7451.86] 日进分文啊
[7451.86-7455.14] 你就就把这个事办漂亮了啊
[7455.14-7456.78] 把孩子们都教好了啊
[7456.78-7460.26] 你一定会有好的结果啊
[7460.26-7460.98] 再见啊
[7460.98-7462.06] 再见再见
[7462.06-7463.94] 怎么入百道会
[7463.94-7468.82] 百道会就是在我的频道说明里边就就能看到那个加入百道会的链接
[7468.82-7470.86] 你就点进去就行了啊
[7470.86-7471.26] 好了
[7471.26-7471.58] 再见
[7471.58-7471.86] 再见
[7471.86-7472.38] 再见
[7472.38-7472.74] 再见
[7474.54-7476.06] 就是你
[7476.06-7483.42] 你可以加入百道会也可以加五十刀会加百道会进去之后能看到百道会所有的视频加五十刀会进去之后呢
[7483.42-7486.02] 目前就只有一个一一期视频啊
[7486.02-7486.50] 之后
[7486.50-7489.86] 但是之后无论是五十刀会还是百道会呢
[7489.86-7493.06] 就是之后的那个所有的直播都是同步的啊
[7493.06-7493.82] 但之前呢
[7493.82-7495.22] 你就不能看了啊
[7495.22-7497.26] 因为人家都是百道会买的
[7497.26-7499.50] 然后一刀会就随时都可以加
[7499.50-7500.90] 然后那些送会员呢
[7500.90-7503.18] 你可千万别瞎别瞎送啊
[7503.18-7505.90] 就是那个你如果推了百刀会想换到五十刀会啊
[7506.06-7507.42] 百刀会你手快点
[7507.42-7509.58] 因为因为你要是运气好
[7509.58-7511.30] 经常有人在这送会员
[7511.30-7512.54] 只要给你送完会员
[7512.54-7513.50] 你玩犊子了
[7513.50-7516.46] 你至少一个月之内是加入不了百刀会了啊
[7516.46-7518.26] 那个叫冀州的就因为这个事儿
[7518.26-7520.46] 现在被被扔到一刀会了
[7520.46-7522.14] 他是想省点钱
[7522.14-7523.10] 把百刀会退了
[7523.10-7524.54] 换成五十刀会
[7524.54-7526.34] 结果他退了百刀会
[7526.34-7530.26] 然后听直播就有一个就有一个哥们在不停的送百刀会会员
[7530.26-7531.90] 然后不送一刀会会员
[7531.90-7533.54] 然后他就没法加百刀会了
[7533.54-7535.90] 他他被送的会员退都退不了
[7536.06-7538.06] 因为他没花钱啊
[7538.06-7538.74] 好了
[7538.74-7539.10] 再见
[7539.10-7539.58] 再见啊
[7539.58-7542.07] 再见
[7542.07-7545.47] 千万不要在微信里面发红通人员照片会被封啊
[7545.47-7546.47] 都是累
[7546.47-7548.51] 我上次发了成梦洋合影被封了
[7548.51-7548.87] 哈哈
[7548.87-7549.79] 你这你有病啊
[7549.79-7552.07] 你你们人有病啊
[7552.07-7555.27] 那个明天我在百刀会讲讲这个怎么会封你们
[7555.27-7556.43] 怎么会抓你们
[7556.43-7558.67] 什么情况下会会请你们喝茶
[7558.67-7560.79] 这个我们有公安啊
[7560.79-7562.27] 我的教友有公安
[7562.27-7564.07] 而且是公安里边就管这个事了
[7564.07-7564.63] 公安啊
[7564.63-7566.79] 那写的很清楚告诉我们啊
[7566.79-7567.15] 好
[7567.15-7567.43] 再见
[7567.43-7567.83] 再见
[7567.83-7568.23] 再见
